Season,DayNum,TeamIdA,ScoreA,TeamIdB,ScoreB,SeedA,SeedB,WinRatioA,GapAvgA,WinRatioB,GapAvgB,SeedDiff,WinRatioDiff,GapAvgDiff,ScoreDiff,WinA
2017,138,3417,83,3129,56,4,13,0.7419354838709677,9.935483870967742,0.7666666666666667,5.266666666666667,-9,-0.02473118279569897,4.668817204301075,27,1
2017,138,3449,91,3286,63,3,14,0.84375,21.625,0.7931034482758621,7.068965517241379,-11,0.0506465517241379,14.556034482758621,28,1
2017,139,3199,77,3281,55,3,6,0.8064516129032258,21.806451612903224,0.6774193548387096,4.645161290322581,-3,0.12903225806451613,17.161290322580644,22,1
2017,139,3268,83,3452,56,3,6,0.9375,25.4375,0.696969696969697,12.545454545454545,-3,0.24053030303030298,12.892045454545455,27,1
2017,139,3280,92,3177,71,2,7,0.8787878787878788,19.454545454545453,0.7878787878787878,13.727272727272727,-5,0.09090909090909094,5.727272727272727,21,1
2017,139,3323,88,3345,82,1,9,0.9090909090909091,18.21212121212121,0.6470588235294118,7.823529411764706,-8,0.26203208556149726,10.388591800356505,6,1
2017,139,3326,82,3246,68,5,4,0.8125,15.5625,0.6774193548387096,8.193548387096774,1,0.13508064516129037,7.368951612903226,14,1
2017,139,3333,64,3166,52,2,7,0.8787878787878788,12.272727272727273,0.7666666666666667,8.066666666666666,-5,0.11212121212121207,4.206060606060607,12,1
2017,139,3376,71,3113,68,1,8,0.8709677419354839,19.258064516129032,0.6129032258064516,6.161290322580645,-7,0.25806451612903225,13.096774193548388,3,1
2017,139,3400,84,3301,80,3,6,0.7419354838709677,12.35483870967742,0.7333333333333333,12.466666666666665,-3,0.008602150537634468,-0.11182795698924508,4,1
2017,140,3124,86,3143,46,1,9,0.9090909090909091,32.57575757575758,0.59375,5.03125,-8,0.31534090909090906,27.544507575757578,40,1
2017,140,3163,94,3393,64,1,8,1.0,32.8125,0.6774193548387096,12.35483870967742,-7,0.32258064516129037,20.45766129032258,30,1
2017,140,3257,75,3397,64,4,5,0.7941176470588235,14.882352941176471,0.6333333333333333,8.0,-1,0.16078431372549018,6.882352941176471,11,1
2017,140,3332,74,3181,65,10,2,0.6060606060606061,6.151515151515151,0.84375,17.71875,8,-0.23768939393939392,-11.567234848484848,9,1
2017,140,3346,85,3274,78,12,4,0.8181818181818182,11.575757575757578,0.7419354838709677,9.645161290322578,8,0.07624633431085048,1.9305962854349996,7,1
2017,140,3390,69,3243,48,2,7,0.8484848484848485,16.575757575757574,0.6875,5.59375,-5,0.1609848484848485,10.982007575757574,21,1
2017,140,3417,75,3401,43,4,5,0.7419354838709677,9.935483870967742,0.65625,6.90625,-1,0.08568548387096775,3.029233870967742,32,1
2017,140,3449,108,3328,82,3,6,0.84375,21.625,0.7096774193548387,5.096774193548387,-3,0.13407258064516125,16.528225806451612,26,1
2017,144,3124,97,3257,63,1,4,0.9090909090909091,32.57575757575758,0.7941176470588235,14.882352941176471,-3,0.11497326203208558,17.693404634581107,34,1
2017,144,3280,75,3449,64,2,3,0.8787878787878788,19.454545454545453,0.84375,21.625,-1,0.035037878787878785,-2.1704545454545467,11,1
2017,144,3323,99,3326,76,1,5,0.9090909090909091,18.21212121212121,0.8125,15.5625,-4,0.09659090909090906,2.649621212121211,23,1
2017,144,3390,77,3400,66,2,3,0.8484848484848485,16.575757575757574,0.7419354838709677,12.35483870967742,-1,0.10654936461388076,4.220918866080154,11,1
2017,145,3163,86,3417,71,1,4,1.0,32.8125,0.7419354838709677,9.935483870967742,-3,0.25806451612903225,22.877016129032256,15,1
2017,145,3199,66,3333,53,3,2,0.8064516129032258,21.806451612903224,0.8787878787878788,12.272727272727273,1,-0.07233626588465303,9.53372434017595,13,1
2017,145,3332,77,3268,63,10,3,0.6060606060606061,6.151515151515151,0.9375,25.4375,7,-0.3314393939393939,-19.285984848484848,14,1
2017,145,3376,100,3346,58,1,12,0.8709677419354839,19.258064516129032,0.8181818181818182,11.575757575757578,-11,0.05278592375366564,7.682306940371454,42,1
2017,146,3280,94,3124,85,2,1,0.8787878787878788,19.454545454545453,0.9090909090909091,32.57575757575758,1,-0.030303030303030276,-13.121212121212125,9,1
2017,146,3390,76,3323,75,2,1,0.8484848484848485,16.575757575757574,0.9090909090909091,18.21212121212121,1,-0.06060606060606055,-1.6363636363636367,1,1
2017,147,3163,90,3332,52,1,10,1.0,32.8125,0.6060606060606061,6.151515151515151,-9,0.3939393939393939,26.660984848484848,38,1
2017,147,3376,71,3199,64,1,3,0.8709677419354839,19.258064516129032,0.8064516129032258,21.806451612903224,-2,0.06451612903225812,-2.548387096774192,7,1
2017,151,3280,66,3163,64,2,1,0.8787878787878788,19.454545454545453,1.0,32.8125,1,-0.12121212121212122,-13.357954545454547,2,1
2017,151,3376,62,3390,53,1,2,0.8709677419354839,19.258064516129032,0.8484848484848485,16.575757575757574,-1,0.022482893450635366,2.6823069403714577,9,1
2017,153,3376,67,3280,55,1,2,0.8709677419354839,19.258064516129032,0.8787878787878788,19.454545454545453,-1,-0.00782013685239491,-0.19648093841642122,12,1
2018,137,3124,96,3212,46,2,15,0.96875,30.687500000000004,0.59375,-0.09375,-13,0.375,30.781250000000004,50,1
2018,137,3177,90,3328,79,5,12,0.7878787878787878,12.545454545454545,0.5333333333333333,3.8,-7,0.2545454545454545,8.745454545454546,11,1
2018,137,3257,74,3129,42,1,16,0.9411764705882353,19.647058823529413,0.7,5.8,-15,0.24117647058823533,13.847058823529412,32,1
2018,137,3266,84,3173,65,8,9,0.71875,10.0,0.7931034482758621,12.241379310344827,-1,-0.0743534482758621,-2.2413793103448274,19,1
2018,137,3268,77,3343,57,5,12,0.78125,16.28125,0.8275862068965517,13.655172413793103,-7,-0.04633620689655171,2.626077586206897,20,1
2018,137,3276,75,3294,61,7,10,0.7096774193548387,13.483870967741936,0.8125,6.96875,-3,-0.10282258064516125,6.515120967741936,14,1
2018,137,3278,89,3453,77,10,7,0.7419354838709677,11.290322580645162,0.90625,19.125,3,-0.16431451612903225,-7.834677419354838,12,1
2018,137,3301,62,3189,35,4,13,0.75,9.59375,0.7741935483870968,13.870967741935484,-9,-0.024193548387096753,-4.277217741935484,27,1
2018,137,3323,99,3169,81,1,16,0.90625,18.5625,0.5454545454545454,0.8181818181818182,-15,0.3607954545454546,17.744318181818183,18,1
2018,137,3332,88,3370,45,2,15,0.8823529411764706,18.823529411764707,0.5625,0.96875,-13,0.31985294117647056,17.854779411764707,43,1
2018,137,3333,82,3443,58,6,11,0.7666666666666667,15.5,0.7419354838709677,12.612903225806452,-5,0.02473118279569897,2.887096774193548,24,1
2018,137,3376,63,3299,52,2,15,0.8125,15.53125,0.7241379310344828,5.931034482758621,-13,0.08836206896551724,9.600215517241379,11,1
2018,137,3397,100,3251,60,3,14,0.7741935483870968,13.064516129032258,0.7096774193548387,8.935483870967744,-11,0.06451612903225801,4.129032258064514,40,1
2018,137,3401,89,3179,76,4,13,0.7272727272727273,9.757575757575758,0.78125,13.9375,-9,-0.05397727272727271,-4.179924242424242,13,1
2018,137,3437,81,3355,74,9,8,0.7333333333333333,7.566666666666666,0.8064516129032258,16.838709677419356,1,-0.07311827956989247,-9.27204301075269,7,1
2018,137,3438,68,3143,62,10,7,0.5806451612903226,1.096774193548387,0.6774193548387096,3.3870967741935485,3,-0.09677419354838701,-2.2903225806451615,6,1
2018,138,3113,73,3304,62,7,10,0.6363636363636364,10.909090909090908,0.6774193548387096,5.67741935483871,-3,-0.04105571847507328,5.231671554252198,11,1
2018,138,3138,102,3378,79,11,6,0.84375,13.3125,0.7878787878787878,13.303030303030303,5,0.055871212121212155,0.009469696969697239,23,1
2018,138,3141,78,3261,69,11,6,0.8709677419354839,11.064516129032258,0.6785714285714286,5.178571428571429,5,0.19239631336405527,5.885944700460829,9,1
2018,138,3163,140,3384,52,1,16,1.0,36.90625,0.71875,8.96875,-15,0.28125,27.9375,88,1
2018,138,3166,76,3234,70,11,6,0.6,2.933333333333333,0.7741935483870968,10.32258064516129,5,-0.17419354838709677,-7.3892473118279565,6,1
2018,138,3181,72,3125,58,5,12,0.7333333333333333,12.833333333333334,0.9090909090909091,17.666666666666668,-7,-0.17575757575757578,-4.833333333333334,14,1
2018,138,3195,80,3281,70,12,5,0.8709677419354839,17.29032258064516,0.7741935483870968,9.35483870967742,7,0.09677419354838712,7.93548387096774,10,1
2018,138,3199,91,3114,49,3,14,0.8064516129032258,17.096774193548388,0.71875,7.375,-11,0.08770161290322576,9.721774193548388,42,1
2018,138,3208,68,3273,63,4,13,0.8064516129032258,10.64516129032258,0.9375,16.4375,-9,-0.13104838709677424,-5.79233870967742,5,1
2018,138,3280,95,3311,50,1,16,0.9696969696969697,26.303030303030305,0.5517241379310345,-0.10344827586206896,-15,0.41797283176593525,26.406478578892372,45,1
2018,138,3326,87,3203,45,3,14,0.8181818181818182,13.969696969696969,0.59375,2.5625,-11,0.22443181818181823,11.407196969696969,42,1
2018,138,3329,84,3393,57,9,8,0.6666666666666666,11.033333333333333,0.7333333333333333,7.633333333333334,1,-0.06666666666666665,3.3999999999999995,27,1
2018,138,3346,86,3274,72,9,8,0.84375,14.03125,0.6774193548387096,7.645161290322581,1,0.16633064516129037,6.386088709677419,14,1
2018,138,3390,82,3211,68,4,13,0.6875,6.4375,0.84375,13.65625,-9,-0.15625,-7.21875,14,1
2018,138,3400,83,3263,54,2,15,0.8125,16.96875,0.7,7.4,-13,0.11250000000000004,9.56875,29,1
2018,138,3417,71,3110,60,3,14,0.7741935483870968,12.64516129032258,0.8125,6.9375,-11,-0.03830645161290325,5.70766129032258,11,1
2018,139,3124,80,3276,58,2,7,0.96875,30.687500000000004,0.7096774193548387,13.483870967741936,-5,0.25907258064516125,17.203629032258068,22,1
2018,139,3257,90,3266,72,1,8,0.9411764705882353,19.647058823529413,0.71875,10.0,-7,0.22242647058823528,9.647058823529413,18,1
2018,139,3301,74,3268,60,4,5,0.75,9.59375,0.78125,16.28125,-1,-0.03125,-6.6875,14,1
2018,139,3323,98,3437,72,1,9,0.90625,18.5625,0.7333333333333333,7.566666666666666,-8,0.17291666666666672,10.995833333333334,26,1
2018,139,3332,101,3278,73,2,10,0.8823529411764706,18.823529411764707,0.7419354838709677,11.290322580645162,-8,0.1404174573055028,7.533206831119545,28,1
2018,139,3333,66,3397,59,6,3,0.7666666666666667,15.5,0.7741935483870968,13.064516129032258,3,-0.007526881720430034,2.435483870967742,7,1
2018,139,3376,66,3438,56,2,10,0.8125,15.53125,0.5806451612903226,1.096774193548387,-8,0.23185483870967738,14.434475806451612,10,1
2018,139,3401,80,3177,79,4,5,0.7272727272727273,9.757575757575758,0.7878787878787878,12.545454545454545,-1,-0.06060606060606055,-2.787878787878787,1,1
2018,140,3138,86,3199,65,11,3,0.84375,13.3125,0.8064516129032258,17.096774193548388,8,0.037298387096774244,-3.784274193548388,21,1
2018,140,3141,95,3326,78,11,3,0.8709677419354839,11.064516129032258,0.8181818181818182,13.969696969696969,8,0.05278592375366564,-2.905180840664711,17,1
2018,140,3163,71,3346,46,1,9,1.0,36.90625,0.84375,14.03125,-8,0.15625,22.875,25,1
2018,140,3181,66,3208,40,5,4,0.7333333333333333,12.833333333333334,0.8064516129032258,10.64516129032258,1,-0.07311827956989247,2.188172043010754,26,1
2018,140,3280,71,3329,56,1,9,0.9696969696969697,26.303030303030305,0.6666666666666666,11.033333333333333,-8,0.3030303030303031,15.269696969696971,15,1
2018,140,3390,90,3195,70,4,12,0.6875,6.4375,0.8709677419354839,17.29032258064516,-8,-0.18346774193548387,-10.85282258064516,20,1
2018,140,3400,85,3113,65,2,7,0.8125,16.96875,0.6363636363636364,10.909090909090908,-5,0.17613636363636365,6.059659090909092,20,1
2018,140,3417,86,3166,64,3,11,0.7741935483870968,12.64516129032258,0.6,2.933333333333333,-8,0.17419354838709677,9.711827956989247,22,1
2018,144,3257,86,3390,59,1,4,0.9411764705882353,19.647058823529413,0.6875,6.4375,-3,0.2536764705882353,13.209558823529413,27,1
2018,144,3280,71,3301,57,1,4,0.9696969696969697,26.303030303030305,0.75,9.59375,-3,0.21969696969696972,16.709280303030305,14,1
2018,144,3333,72,3124,67,6,2,0.7666666666666667,15.5,0.96875,30.687500000000004,4,-0.20208333333333328,-15.187500000000004,5,1
2018,144,3417,84,3400,75,3,2,0.7741935483870968,12.64516129032258,0.8125,16.96875,1,-0.03830645161290325,-4.32358870967742,9,1
2018,145,3163,72,3181,59,1,5,1.0,36.90625,0.7333333333333333,12.833333333333334,-4,0.2666666666666667,24.072916666666664,13,1
2018,145,3323,90,3401,84,1,4,0.90625,18.5625,0.7272727272727273,9.757575757575758,-3,0.1789772727272727,8.804924242424242,6,1
2018,145,3332,83,3141,69,2,11,0.8823529411764706,18.823529411764707,0.8709677419354839,11.064516129032258,-9,0.011385199240986688,7.7590132827324485,14,1
2018,145,3376,79,3138,63,2,11,0.8125,15.53125,0.84375,13.3125,-9,-0.03125,2.21875,16,1
2018,146,3257,76,3333,43,1,6,0.9411764705882353,19.647058823529413,0.7666666666666667,15.5,-5,0.17450980392156856,4.147058823529413,33,1
2018,146,3280,89,3417,73,1,3,0.9696969696969697,26.303030303030305,0.7741935483870968,12.64516129032258,-2,0.19550342130987297,13.657869012707724,16,1
2018,147,3163,94,3376,65,1,2,1.0,36.90625,0.8125,15.53125,-1,0.1875,21.375,29,1
2018,147,3323,84,3332,74,1,2,0.90625,18.5625,0.8823529411764706,18.823529411764707,-1,0.023897058823529438,-0.2610294117647065,10,1
2018,151,3280,73,3257,63,1,1,0.9696969696969697,26.303030303030305,0.9411764705882353,19.647058823529413,0,0.028520499108734443,6.6559714795008915,10,1
2018,151,3323,91,3163,89,1,1,0.90625,18.5625,1.0,36.90625,0,-0.09375,-18.34375,2,1
2018,153,3323,61,3280,58,1,1,0.90625,18.5625,0.9696969696969697,26.303030303030305,0,-0.06344696969696972,-7.7405303030303045,3,1
2019,137,3113,60,3416,45,5,12,0.6666666666666666,8.1,0.8125,6.03125,-7,-0.14583333333333337,2.0687499999999996,15,1
2019,137,3138,82,3353,71,10,7,0.71875,9.500000000000002,0.7096774193548387,6.483870967741935,3,0.009072580645161255,3.0161290322580667,11,1
2019,137,3155,79,3377,66,9,8,0.6129032258064516,2.6129032258064515,0.8387096774193549,16.258064516129032,1,-0.22580645161290325,-13.64516129032258,13,1
2019,137,3163,110,3406,61,2,15,0.9393939393939394,28.03030303030303,0.625,1.5,-13,0.31439393939393945,26.53030303030303,49,1
2019,137,3199,70,3137,67,5,12,0.7419354838709677,7.935483870967742,0.8484848484848485,15.121212121212121,-7,-0.10654936461388076,-7.185728250244379,3,1
2019,137,3231,69,3400,65,10,7,0.625,4.375,0.71875,8.937499999999998,3,-0.09375,-4.562499999999998,4,1
